"Authors","Title","Year","Journal","Volume","Issue","Page_Start","Page_End","Citations"
"Bhadauriya, S., Kapadia, H., Dalal, A., and Sarkar, S.","Effect of Channel Confinement on Wake Dynamics and Forced Convective Heat Transfer Past a Blunt Headed Cylinder","2018","International Journal of Thermal Sciences","124",,"467","476","0"
"Bhardwaj, S., and Dalal, A.","Mesoscopic Analysis of Three-dimensional Droplet Displacement on Wetted Grooved Wall of a Rectangular Channel","2018","European Journal of Mechanics, B/Fluids","67",,"35","53","0"
"Arnab Kr. De","A diffuse interface immersed boundary method for complex moving boundary problems","2018","Journal of Computational Physics","366",,"226","251","0"
"Arnab Kr. De, V. Eswaran, P. K. Mishra","Dynamics of plumes in turbulent Rayleigh-Benard convection ","2018","European Journal of Mechanics - B/Fluids","72",,"164","178","0"
"Arup Nandy, C. S. Jog","Conservation Properties of the Trapezoidal Rule for Linear Transient Electromagnetics","2018","Journal of Advances in Mathematics and Computer Science","26","4","1","26","0"
"Arup Nandy, C. S. Jog","A monolithic finite-element formulation for magnetohydrodynamics","2018","Sadhana: Indian Academy of Sciences","43",,"151",,"0"
"P Paul, KSRK Murthy and D Chakraborty"," A strain gage technique for mode I notch stress intensity factor of sharp V-notched configurations","2018","Theoretical and Applied Fracture Mechanics
","94",,"57","70","0"
"S Kirtania and D Chakraborty","Determination of Thermoelastic Properties of Carbon Nanotube/Epoxy Composites Using Finite Element Method","2018","Journal of Materials Engineering and Performance

","27","7","3783","3788","0"
"Nada Barakat and Deepak Sharma","Modeling and Bi-Objective Optimization of Soil Cutting and Pushing Process for Bulldozer and its Blade","2018","Journal of The Institution of Engineers (India): Series C","Accepted, Available onlint",,,,"0"
"Deepak Sharma and Nada Barakat ","Evolutionary Bi-Objective Optimization for Bulldozer and its Blade in Soil Cutting","2018","Journal of The Institution of Engineers (India): Series C","Accepted, Available onlint",,,,"0"
"Parth Paritosh, Bhaben Kalita and Deepak Sharma","A Game Theory based Land Layout Optimization of Cities Using Genetic Algorithm","2018","International Journal of Management Science and Engineering Management","Accepted, Available onlint",,,,"0"
"Nada Barakat and Deepak Sharma","Evolutionary Multi-Objective Optimization for Bulldozer and its Blade in Soil Cutting","2018","International Journal of Management Science and Engineering Management","Accepted, Available onlint",,,,"0"
"V. Pandey, G. Biswas and A. Dalal","Effect of surface wettability and electric field on transition of film boiling to nucleate boiling","2018","Numerical Heat Transfer, Part A","74",,"1105","1120","0"
"S. Bhardwaj, A. Dalal, G. Biswas and P. P. Mukherjee","Analysis of droplet dynamics in a partially obstructed confinement in a three-dimensional Channel","2018","Physics of Fluids","30",,"102102-1","102102-14","0"
"V. Pandey, G. Biswas, A. Dalal and S.W.J. Welch","Bubble Lifecycle During Heterogeneous Nucleate Boiling","2018","Journal of Heat Transfer (ASME)","140",,"121503-1","121503-17","0"
"B. Nath, G. Biswas, A. Dalal, and K. C. Sahu","Cross-stream migration of drops suspended in Poiseuille flow in the presence of an electric field","2018","Physical Review E","97",,"063106-1","063106-13","0"
"H. Deka, B. Ray, G. Biswas, and A. Dalal","Dynamics of tongue shaped cavity generated during the impact of high-speed microdrops","2018","Physics of Fluids","30",,"042103-1","042103-14","0"
"M. P. Borthakur, G. Biswas, and D. Bandyopadhyay","Dynamics of deformation and pinch-off of a migrating compound droplet in a tube","2018","Physical Review E","97",,"043112-1","043112-9","0"
"M.P. Borthakur, D. Bandyopadhyay and G. Biswas","Electric field mediated separation of water–ethanol mixtures in carbon nanotubes integrated in nanoporous graphene membranes","2018","Faraday Discuss","209",,"259","271","0"
"M. P. Borthakur, G. Biswas and D. Bandyopadhyay","Dynamics of drop formation from submerged orifices under the influence of electric field","2018","Physics of Fluids","30",,"1","11","0"
"M. P. Borthakur, G. Biswas and D. Bandyopadhyay","Dynamics of an arched liquid jet under the influence of gravity","2018","European Journal of Mechanics / B Fluids","74",,"1","9","0"
"M.K. Hussian and K.S.R.K. Murthy","A point substitution displacement technique for estimation of elastic notch stress intensities of sharp V-notched bodies","2018","Journal of Mechanics of Materials and Structures","Acepted for publication",,,,"0"
"Pranjol Paul, K.S.R.K. Murthy and D. Chakraborty","A strain gage technique for mode I notch stress intensity factor of sharp Vnotched configurations","2018","Journal of The Institution of Engineers (India): Series C.","Available online",,,,"0"
"D. Shankar, M. Pandey, D.N. Basu","configurations","2018","Annals of Nuclear Energy","112","2018-02-01","120","131","0"
"K. K. Gajrani, S. Suresh, M. Ravi Sankar,","Environmental friendly hard machining performance of uncoated and MoS2 coated mechanical micro-textured tungsten carbide cutting tools","2018","Tribology International","Accepted for Publication",,,,"0"
"K. K. Gajrani, R. P. Reddy, M. Ravi Sankar","Tribo-Mechanical, Surface Morphological Comparison of Un-Textured, Mechanical Micro-Textured (M?T) and Coated M?T Cutting Tools during Machining","2018","IMechE, Part J: Journal of Engineering Tribology","Accepted for Publication",,,,"0"
"S. Singh, D. Kumar, M. Ravi Sankar","Viscoelastic medium modeling and surface roughness simulation of microholes finished by abrasive flow finishing process","2018","International Journal of Advanced Manufacturing Technology","Accepted for Publication",,,,"0"
"S. Singh, D. Kumar, M. Ravi Sankar, K. Rajurkar","Nanofinishing of Microslots on Surgical Stainless Steel by Abrasive Flow Finishing Process: Experimentation and Modeling","2018","ASME Journal of Micro-Nano Manufacturing","6","2","21005-1","21005-12","0"
"W. Jiru, M. Ravi Sankar, U. S. Dixit","Laser Surface Melting of Al-12Si-4Cu-1.2Mn Alloy","2018","International Journal of Mechatronics and Manufacturing Systems","Accepted for Publication",,,,"0"
"K.K. Gajrani, M.R. Sankar and U.S. Dixit","Environmentally friendly machining with MoS2 filled mechnaically micro-textured cutting tools","2018","Journal of Mechnical Science and Technology","32","8","3797","3805","0"
"K.K. Gajrani, R. P. K. Reddy and M.R. Sankar ","Tribo-mechanical, surface morphological comparison of un-textured, mechanical micro-textured (MµT) and coated-MµT cutting tools during machining","2018","Proceedings of the Institution of Mechanical Engineers, Part J: Journal of Engineering Tribology","Available online ","DOI: 10.1177/1350650118764975",,,"0"
"K.K. Gajrani, M.R. Sankar and U.S. Dixit","Tribological performance of MoS2-filled microtextured cutting tools during dry sliding test","2018","ASME Journal of Tribology","140","2","021301-1","021301-11","0"
"K.K. Gajrani, S. Suresh and M.R. Sankar ","Environmental friendly hard machining performance of uncoated and MoS2 coated mechanical micro-textured tungsten carbide cutting tools","2018","Tribology International","125",,"141","155","0"
"Apurba Das, Anil Kumar Chikkala, Gyan Prakash Bharti, Rasmi Ranjan Behera, M. Ravi Sankar, Alika Khare, Pamu Dobbidi","Effect of Thickness on Optical and Microwave Dielectric Properties of Hydroxiapetite Films Deposited by RF Magnetron Sputtering","2018","Journal of Alloys and Compounds","739",,"729","736","0"
"Sachin Singh, T.N. Deepu Kumar, M. Ravi Sankar, K.P. Rajukar","Nanofinishing of Microslots on Surgical Stainless Steel by Abrasive Flow Finishing Process: Experimentation and Modeling","2018","ASME Journal of Micro and Nano-Manufacturing","6","2","021005-1","021005-12","0"
"Sachin Singh, Deepu Kumar, M. Ravi Sankar, V.K. Jain","Viscoelastic medium modeling and surface roughness simulation of microholes finished by abrasive flow finishing process","2018","International Journal of Advanced Manufacturing Technology","Available online ","DOI: 10.1007/s00170-018-1912-2.",,,"0"
"Rasmi Ranjan Behera, M. Ravi Sankar, Prahlad Kumar Baruah, Ashwini Kumar Sharma, Alika Khare","Experimental investigation of nanosecond-pulsed Nd:YAG laser beam micromachining on 304 stainless steel","2018","Journal of Micromanufacturing","Available online ","DOI: 10.1177/2516598418766937",,,"0"
"Rasmi Ranjan Behera, A. Das, D. Pamu, L.M. Pandey, M. Ravi Sankar","Mechano-tribological properties and in vitro bioactivity of biphasic calcuim phosphate coating on Ti-6Al-4V","2018","Journal of the Mechanical Behavior of Biomedical Materials","86",,"143","157","0"
"M. Ravi Sankar, V.K. Jain, J. Ramkumar, Shivesh K. Sareen, Sachin Singh","Medium rheological characterization and performance study during rotational abrasive flow finishing (R-AFF) of Al alloy and Al alloy/SiC MMCs","2018","International Journal of Advanced Manufacturing Technology","Available online ","DOI: 10.1007/s00170-018-2244-y",,,"0"
"Rasmi Ranjan Behera, Abshar Hasan, M. Ravi Sankar, L.M. Pandey","Laser cladding with HA and functionally graded TiO2-HA precursors on Ti-6Al-4V alloy for enhancing bioactivity and cyto-compatibality","2018","Surface and Coatings Technology","Available online ","DOI: 10.1016/j.surfcoat.2018.08.044",,,"0"
"Anwesa Barman, Manas Das","Nano-finishing of bio-titanium alloy to generate different surface morphologies by changing Magnetorheological polishing fluid compositions","2018","Precision Engineering","51",,"145","152","0"
"Anwesa Barman, Manas Das","Magnetic field assisted finishing process for super-finished Ti alloy implant and its 3D surface characterization","2018","The Proceedings of the Institution of Mechanical Engineers","Available online","DOI: https://doi.org/10.1177/2516598418785506",,,"0"
"Anwesa Barman, Manas Das","Simulation and experimental investigation of finishing forces in magnetic field assisted finishing process","2018","Journal of Materials and Manufacturing Processes ","133","11","1223","1232","0"
"Chandan Kumar, Manas Das, C.P. Paul, K.S. Bindra","Characteristics of ?ber laser weldments of two phases (?+?) titanium alloy","2018","Journal of Manufacturing Processes","35",,"351","359","0"
"Chandan Kumar, Manas Das, C.P. Paul, K.S. Bindra","Comparison of bead shape, microstructure and mechanical properties of ?ber laser beam welding of 2 mm thick plates of Ti-6Al-4V alloy","2018","Optics and Laser Technology ","105",,"306","321","0"
"Anupam Alok, Manas Das","Multi-objective optimization of cutting parameters during sustainable dry hard turning of AISI 52100 steel with newly develop HSN2?coated carbide insert","2018","Measurement","Available online","DOI: https://doi.org/10.1016/j.measurement.2018.10.009",,,"0"
"J. Ravi, S. Nidhan, N. Muthu, S.K. Maiti.","Analytical and Experimental studies on detection of longitudinal, L and T shaped cracks in Isotropic and Bi-material beams based on changes in natural frequency","2018","Mechanical Systems and Signal Processing","101",,"67","96","0"
"P. Dinesh, M.R. Behera, P.G. Ranjith, N. Muthu","An element-free Galerkin method using vertically averaged multiphase flow model for carbon sequestration","2018","Computers and Geotechnics","Available Online",,,,"0"
"S. Brahmachary, G. Natarajan and N. Sahoo","On maximum ballistic coefficient axisymmetric geometries in hypersonic flows","2018","Journal of Spacecraft and Rockets","55",,"518","522","0"
"S. Brahmachary, G. Natarajan, V. Kulkarni and N. Sahoo","A sharp?interface immersed boundary framework for simulations of high?speed inviscid compressible flows","2018","International Journal of Numerical Methods in Fluids","86",,"770","791","0"
"N. Sahoo, V. Kulkarni and R. K. Peetala","Conjugate heat transfer study in hypersonic flows","2018","Journal of the Institution of Engineers (India): Series C","99","2","151","158","0"
"S. Agarwal and N. Sahoo","An experimental investigation towards calibration of a shock tube and stagnation heat flux determination","2018","International Journal of Aerodynamics","6","1","18","40","0"
"S. Sarma, N. Sahoo and A. Unal","Prediction of impulse heat load on thin film gauges through soft computing technique","2018","Journal of the Institution of Engineers (India): Series C","Article in Press","doi: 10.1007/s40032-018-0458-2",,,"0"
"S. Pandian, S. L. N. Desikan and N. Sahoo","Experimental investigation of starting characteristics and wave propagation from a shallow open cavity and its acoustic emission at supersonic speed","2018","Physics of Fluids","30",,"16104-1","16104-11","0"
"J.Sunku Prasad, P.Muthukumar, R.Anandalakshmi, HakeemNiyas","Comparative study of phase change phenomenon in high temperature cascade latent heat energy storage system using conduction and conduction-convection models","2018","Solar Energy","176",,"627","637","0"
"B Kiran Naik, P Muthukumar, P Sunil Kumar","A novel finite difference model coupled with recursive algorithm for analyzing heat and mass transfer processes in a cross flow dehumidifier/regenerator","2018","International Journal of Thermal Sciences","131",,"1","13","0"
"B Kiran Naik, Mrinal Bhowmik, P Muthukumar","Experimental investigation and numerical modelling on the performance assessments of evacuated U–Tube solar collector systems","2018","Renewable Energy","Article in Press","https://doi.org/10.1016/j.renene.2018.09.066",,,"0"
