page_ptr	id	path	depth	numchild	title	draft_title	slug	content_type	live	has_unpublished_changes	url_path	owner	seo_title	show_in_menus	search_description	go_live_at	expire_at	expired	locked	first_published_at	last_published_at	latest_revision_created_at	live_revision	document	name	abstract	pub_type	download_link	pub_issue	pub_year	pub_journal	pub_vol	page_start	page_end	citations	alt_people_text
2773	2773	0001000100030001017G	5	0	Effect of Different Basis Functions on a Radial Basis Function Network in Prediction of Drill Flank Wear from Motor Current Signals	Effect of Different Basis Functions on a Radial Basis Function Network in Prediction of Drill Flank Wear from Motor Current Signals	2008_2_effect-of-different-basis-functions-on-a-radial-basis-function-network-in-prediction-of-drill-flank-wear-from-motor-current-signals	18	1	0	/mech/research/publications/2008_2_effect-of-different-basis-functions-on-a-radial-basis-function-network-in-prediction-of-drill-flank-wear-from-motor-current-signals/			0				0	0						Effect of Different Basis Functions on a Radial Basis Function Network in Prediction of Drill Flank Wear from Motor Current Signals		2		8	2008-01-01	Soft Computing - A Fusion of Foundations, Methodologies and Applications, Springer Publications	12	777	787	3	Garg. S., Patra, K., Pal, S. K., and Chakraborty, D.
2774	2774	0001000100030001017H	5	0	Effect of Fiber length on the Friction and Wear of Discontinuous Fiber Reinforced Polypropylene Material	Effect of Fiber length on the Friction and Wear of Discontinuous Fiber Reinforced Polypropylene Material	2008_2_effect-of-fiber-length-on-the-friction-and-wear-of-discontinuous-fiber-reinforced-polypropylene-material	18	1	0	/mech/research/publications/2008_2_effect-of-fiber-length-on-the-friction-and-wear-of-discontinuous-fiber-reinforced-polypropylene-material/			0				0	0						Effect of Fiber length on the Friction and Wear of Discontinuous Fiber Reinforced Polypropylene Material		2		-	2008-01-01	International Journal of Plastics Technology	12	863	875	0	C. Subramanian and S. Senthilvelan
2775	2775	0001000100030001017I	5	0	Sensor based weld bead geometry prediction in pulsed metal inert gas welding process through artificial neural networks	Sensor based weld bead geometry prediction in pulsed metal inert gas welding process through artificial neural networks	2008_2_sensor-based-weld-bead-geometry-prediction-in-pulsed-metal-inert-gas-welding-process-through-artificial-neural-networks	18	1	0	/mech/research/publications/2008_2_sensor-based-weld-bead-geometry-prediction-in-pulsed-metal-inert-gas-welding-process-through-artificial-neural-networks/			0				0	0						Sensor based weld bead geometry prediction in pulsed metal inert gas welding process through artificial neural networks		2		2	2008-01-01	International Journal of Knowledge-Based and Intelligent Engineering Systems	12	101	114	0	Sukhomay Pal, Surjya K. Pal and Arun K. Samantaray
2776	2776	0001000100030001017J	5	0	Thermo-physical modeling of die-sinking EDM process	Thermo-physical modeling of die-sinking EDM process	2010_2_thermo-physical-modeling-of-die-sinking-edm-process	18	1	0	/mech/research/publications/2010_2_thermo-physical-modeling-of-die-sinking-edm-process/			0				0	0						Thermo-physical modeling of die-sinking EDM process		2		1	2010-01-01	Journal of Manufacturing Processes	12	45	56	17	Joshi S. N. and Pande S. S.
2777	2777	0001000100030001017K	5	0	An experimental investigation on efficiency improvement of a conventional kerosene pressure stove	An experimental investigation on efficiency improvement of a conventional kerosene pressure stove	2011_2_an-experimental-investigation-on-efficiency-improvement-of-a-conventional-kerosene-pressure-stove	18	1	0	/mech/research/publications/2011_2_an-experimental-investigation-on-efficiency-improvement-of-a-conventional-kerosene-pressure-stove/			0				0	0						An experimental investigation on efficiency improvement of a conventional kerosene pressure stove		2		1	2011-01-01	International Journal of Energy for a Clean Environment	12	79	93	0	Monikankana Sharma, Subhash C. Mishra,& P. Mahanta
2778	2778	0001000100030001017L	5	0	Numerical Simulation of 2-D and 3-D Sloshing Waves in a Regularly and Randomly Excited Container	Numerical Simulation of 2-D and 3-D Sloshing Waves in a Regularly and Randomly Excited Container	2013_2_numerical-simulation-of-2-d-and-3-d-sloshing-waves-in-a-regularly-and-randomly-excited-container	18	1	0	/mech/research/publications/2013_2_numerical-simulation-of-2-d-and-3-d-sloshing-waves-in-a-regularly-and-randomly-excited-container/			0				0	0						Numerical Simulation of 2-D and 3-D Sloshing Waves in a Regularly and Randomly Excited Container		2		-	2013-01-01	Journal of Marine Science and Application	12	298	314	0	Eswaran M, Virk AS, and Saha UK
2779	2779	0001000100030001017M	5	0	Optimization of Controller Parameters of Active Magnetic Bearings in Rotor-Bearing Systems.	Optimization of Controller Parameters of Active Magnetic Bearings in Rotor-Bearing Systems.	2013_2_optimization-of-controller-parameters-of-active-magnetic-bearings-in-rotor-bearing-systems	18	1	0	/mech/research/publications/2013_2_optimization-of-controller-parameters-of-active-magnetic-bearings-in-rotor-bearing-systems/			0				0	0						Optimization of Controller Parameters of Active Magnetic Bearings in Rotor-Bearing Systems.		2		4	2013-01-01	Advances in Vibration Engineering	12	319	327	0	D. J. Bordoloi and R. Tiwari
2780	2780	0001000100030001017N	5	0	Damage Mechanisms in Injection Molded Unreinforced, Glass and Carbon Reinforced Nylon 66 Spur Gears	Damage Mechanisms in Injection Molded Unreinforced, Glass and Carbon Reinforced Nylon 66 Spur Gears	2004_2_damage-mechanisms-in-injection-molded-unreinforced-glass-and-carbon-reinforced-nylon-66-spur-gears	18	1	0	/mech/research/publications/2004_2_damage-mechanisms-in-injection-molded-unreinforced-glass-and-carbon-reinforced-nylon-66-spur-gears/			0				0	0						Damage Mechanisms in Injection Molded Unreinforced, Glass and Carbon Reinforced Nylon 66 Spur Gears		2		1	2004-01-01	Applied Composite Materials	11	377	397	18	S. Senthilvelan and R. Gnanamoorthy
2781	2781	0001000100030001017O	5	0	Reliable Computation of Contact Force in FRP Composite Laminates under Transverse Impact	Reliable Computation of Contact Force in FRP Composite Laminates under Transverse Impact	2004_2_reliable-computation-of-contact-force-in-frp-composite-laminates-under-transverse-impact	18	1	0	/mech/research/publications/2004_2_reliable-computation-of-contact-force-in-frp-composite-laminates-under-transverse-impact/			0				0	0						Reliable Computation of Contact Force in FRP Composite Laminates under Transverse Impact		2		-	2004-01-01	Shock and Vibration	11	129	142	1	B. B. Mahanta, P. Reddy, A. Dutta and D. Chakraborty
2782	2782	0001000100030001017P	5	0	Higher-periodic and Aperiodic Stick-slip Dynamics in a Friction Damper	Higher-periodic and Aperiodic Stick-slip Dynamics in a Friction Damper	2006_2_higher-periodic-and-aperiodic-stick-slip-dynamics-in-a-friction-damper	18	1	0	/mech/research/publications/2006_2_higher-periodic-and-aperiodic-stick-slip-dynamics-in-a-friction-damper/			0				0	0						Higher-periodic and Aperiodic Stick-slip Dynamics in a Friction Damper		2		2	2006-01-01	International Journal of Acoustics and Vibrations	11	67	78	0	N. K. Chandiramani
2783	2783	0001000100030001017Q	5	0	Effect of scale-up on heat transfer characteristics of cyclone separators of circulating fluidized beds	Effect of scale-up on heat transfer characteristics of cyclone separators of circulating fluidized beds	2010_2_effect-of-scale-up-on-heat-transfer-characteristics-of-cyclone-separators-of-circulating-fluidized-beds	18	1	0	/mech/research/publications/2010_2_effect-of-scale-up-on-heat-transfer-characteristics-of-cyclone-separators-of-circulating-fluidized-beds/			0				0	0						Effect of scale-up on heat transfer characteristics of cyclone separators of circulating fluidized beds		2		3	2010-01-01	International Energy Journal	11	123	130	0	R. S. Patil, P. Mahantaand M. Pandey
2784	2784	0001000100030001017R	5	0	Thermodynamic and transport properties of CNT- water based nanofluids	Thermodynamic and transport properties of CNT- water based nanofluids	2010_2_thermodynamic-and-transport-properties-of-cnt-water-based-nanofluids	18	1	0	/mech/research/publications/2010_2_thermodynamic-and-transport-properties-of-cnt-water-based-nanofluids/			0				0	0						Thermodynamic and transport properties of CNT- water based nanofluids		2		-	2010-01-01	Journal of Nano Research	11	101	106	6	Ponmozhi J, Goncalves FAMM, Ferreira AGM, Fonseca IMA, Kanagaraj S, Martins N, Oliveira MSA
2785	2785	0001000100030001017S	5	0	Intelligent process modeling and optimization of die-sinking electric discharge machining	Intelligent process modeling and optimization of die-sinking electric discharge machining	2011_2_intelligent-process-modeling-and-optimization-of-die-sinking-electric-discharge-machining	18	1	0	/mech/research/publications/2011_2_intelligent-process-modeling-and-optimization-of-die-sinking-electric-discharge-machining/			0				0	0						Intelligent process modeling and optimization of die-sinking electric discharge machining		2		2	2011-01-01	Applied Soft Computing	11	2743	2755	17	Joshi S. N. and Pande S. S.
2786	2786	0001000100030001017T	5	0	The use of Taguchi technique to optimize the compression moulding cycle to process acetabular cup components	The use of Taguchi technique to optimize the compression moulding cycle to process acetabular cup components	2011_2_the-use-of-taguchi-technique-to-optimize-the-compression-moulding-cycle-to-process-acetabular-cup-components	18	1	0	/mech/research/publications/2011_2_the-use-of-taguchi-technique-to-optimize-the-compression-moulding-cycle-to-process-acetabular-cup-components/			0				0	0						The use of Taguchi technique to optimize the compression moulding cycle to process acetabular cup components		2		-	2011-01-01	Journal of Nanoscience and Nanotechnology	11	5334	5339	1	Fonseca A, Inacio N, Kanagaraj S, Oliveira MSA, Simoes JAO
2787	2787	0001000100030001017U	5	0	Effect of tool shoulder and pin probe profiles on friction stirred aluminum welds–A comparative study	Effect of tool shoulder and pin probe profiles on friction stirred aluminum welds–A comparative study	2012_2_effect-of-tool-shoulder-and-pin-probe-profiles-on-friction-stirred-aluminum-weldsa-comparative-study	18	1	0	/mech/research/publications/2012_2_effect-of-tool-shoulder-and-pin-probe-profiles-on-friction-stirred-aluminum-weldsa-comparative-study/			0				0	0						Effect of tool shoulder and pin probe profiles on friction stirred aluminum welds–A comparative study		2		-	2012-01-01	Journal of Marine Science Application	11	200	207	1	H. K. Mohanty, M. M. Mahapatra, Biswas Pankaj and Mandal N. R.
2788	2788	0001000100030001017V	5	0	Modeling the Effects of Tool Shoulder and Probe Profile Geometries on Friction Stirred Aluminum Welds Using Response Surface Methodology	Modeling the Effects of Tool Shoulder and Probe Profile Geometries on Friction Stirred Aluminum Welds Using Response Surface Methodology	2012_2_modeling-the-effects-of-tool-shoulder-and-probe-profile-geometries-on-friction-stirred-aluminum-welds-using-response-surface-methodology	18	1	0	/mech/research/publications/2012_2_modeling-the-effects-of-tool-shoulder-and-probe-profile-geometries-on-friction-stirred-aluminum-welds-using-response-surface-methodology/			0				0	0						Modeling the Effects of Tool Shoulder and Probe Profile Geometries on Friction Stirred Aluminum Welds Using Response Surface Methodology		2		4	2012-01-01	J. Marine Sci. Appl.	11	493	504	0	H. K. Mohanty, M. M. Mahapatra, Biswas P. and N. R. Mandal
2789	2789	0001000100030001017W	5	0	Oblique Drop Impact on Deep and Shallow Liquid	Oblique Drop Impact on Deep and Shallow Liquid	2012_2_oblique-drop-impact-on-deep-and-shallow-liquid	18	1	0	/mech/research/publications/2012_2_oblique-drop-impact-on-deep-and-shallow-liquid/			0				0	0						Oblique Drop Impact on Deep and Shallow Liquid		2		-	2012-01-01	Commun. Comput. Phys.	11	1386	1396	0	B. Ray, G. Biswas and A. Sharma
2790	2790	0001000100030001017X	5	0	Fracture behavior of carbon nanotube-based composites with a broken fiber using multi-scale finite element modeling	Fracture behavior of carbon nanotube-based composites with a broken fiber using multi-scale finite element modeling	2013_2_fracture-behavior-of-carbon-nanotube-based-composites-with-a-broken-fiber-using-multi-scale-finite-element-modeling	18	1	0	/mech/research/publications/2013_2_fracture-behavior-of-carbon-nanotube-based-composites-with-a-broken-fiber-using-multi-scale-finite-element-modeling/			0				0	0						Fracture behavior of carbon nanotube-based composites with a broken fiber using multi-scale finite element modeling		2		3	2013-01-01	Journal of Computational and Theoretical Nanoscience	11	676	684	0	Kirtania, S. and Chakraborty, D.
2791	2791	0001000100030001017Y	5	0	A finite element study on effect of frictional heating in the taylor rod impact problem	A finite element study on effect of frictional heating in the taylor rod impact problem	2014_2_a-finite-element-study-on-effect-of-frictional-heating-in-the-taylor-rod-impact-problem	18	1	0	/mech/research/publications/2014_2_a-finite-element-study-on-effect-of-frictional-heating-in-the-taylor-rod-impact-problem/			0				0	0						A finite element study on effect of frictional heating in the taylor rod impact problem		2		6	2014-01-01	World Journal of Engineering	11	529	542	0	S. S. Gautam and R K Saxena
2792	2792	0001000100030001017Z	5	0	Fracture Behavior of Carbon Nanotube-Based Composites with a Broken Fiber Using Multi-Scale Finite Element Modeling	Fracture Behavior of Carbon Nanotube-Based Composites with a Broken Fiber Using Multi-Scale Finite Element Modeling	2014_2_fracture-behavior-of-carbon-nanotube-based-composites-with-a-broken-fiber-using-multi-scale-finite-element-modeling	18	1	0	/mech/research/publications/2014_2_fracture-behavior-of-carbon-nanotube-based-composites-with-a-broken-fiber-using-multi-scale-finite-element-modeling/			0				0	0						Fracture Behavior of Carbon Nanotube-Based Composites with a Broken Fiber Using Multi-Scale Finite Element Modeling		2		3	2014-01-01	Journal of Computational and Theoretical Nanoscience	11	676	684	0	S Kirtania, D Chakraborty
